symbol,stage,quality_score,quality_grade,last_close,last_date,P0_base_level,BOS1_date,BOS1_price,P1_resistance,Retest_date,Retest_price,Reaccum_bars,Reversal_date,Reversal_price,num_reversals,volatility_contracted,atr_contraction_ratio,distance_to_p1_pct,BOS2_date,BOS2_price,bars_since_bos2,confluence_score,bos1_weekly_confluence,nse_volume_gainer,volume_gainer_source,volume_surge_multiple,today_volume,avg_volume_20d,volume_vs_avg_multiple,entry_date,entry_price_ref,stop_loss,risk_pct,target_price,target_pct,reward_risk,exit_by_min_date,exit_by_max_date,notes
DIVGIITTS,BASING,62.7,C - Moderate / Watch,1115.1,2026-09-17,1065.0,2026-08-11,1076.4,1288.0,2026-08-27,1143.2,12,2026-09-01,1268.8,1,False,1.31,13.42,,,,2/9,3/3,False,,,7072.0,154810.0,0.05,,,,,,,,,,"Re-accumulating 12d, still 13.4% below P1=1288.00"
BECTORFOOD,BASING,62.6,C - Moderate / Watch,223.66,2026-09-17,228.9,2026-08-10,233.28,265.8,2026-08-24,246.71,17,2026-09-09,242.05,1,False,0.97,15.85,,,,4/9,1/3,False,,,143315.0,1312352.0,0.11,,,,,,,,,,"Re-accumulating 17d, still 15.9% below P1=265.80"
ANTELOPUS,BASING,62.4,C - Moderate / Watch,1172.2,2026-09-17,933.65,2026-09-02,951.15,1075.1,2026-09-04,925.2,9,,,0,False,1.47,-9.03,,,,8/9,2/3,False,,,336039.0,3760449.0,0.09,,,,,,,,,,"Re-accumulating 9d, still -9.0% below P1=1075.10"
FEDERALBNK,BASING,62.0,C - Moderate / Watch,342.1,2026-09-17,334.3,2026-07-17,349.0,371.7,2026-08-07,350.85,29,2026-08-18,357.8,2,False,0.96,7.96,,,,3/9,3/3,False,,,74000.0,4699521.0,0.02,,,,,,,,,,"Re-accumulating 29d, still 8.0% below P1=371.70"
MANAPPURAM,BASING,62.0,C - Moderate / Watch,319.85,2026-09-17,347.9,2026-07-21,351.75,381.55,2026-08-03,357.3,33,2026-08-20,349.25,2,False,1.04,16.17,,,,3/9,3/3,False,,,530940.0,4747147.0,0.11,,,,,,,,,,"Re-accumulating 33d, still 16.2% below P1=381.55"
GABRIEL,BASING,62.0,C - Moderate / Watch,1315.4,2026-09-17,1292.3,2026-07-15,1354.5,1453.0,2026-07-21,1402.5,40,2026-09-08,1389.6,2,False,1.18,9.47,,,,3/9,3/3,False,,,14349.0,265373.0,0.05,,,,,,,,,,"Re-accumulating 40d, still 9.5% below P1=1453.00"
MBAPL,BASING,62.0,C - Moderate / Watch,160.72,2026-09-17,167.95,2026-08-13,168.12,172.85,2026-08-19,160.56,21,2026-09-04,166.12,2,False,0.9,7.02,,,,4/9,2/3,False,,,51899.0,876787.0,0.06,,,,,,,,,,"Re-accumulating 21d, still 7.0% below P1=172.85"
MMFL,BASING,62.0,C - Moderate / Watch,618.7,2026-09-17,565.0,2026-08-05,570.55,664.0,2026-08-13,605.75,22,2026-08-28,641.7,2,False,1.39,6.82,,,,3/9,3/3,False,,,7462.0,169383.0,0.04,,,,,,,,,,"Re-accumulating 22d, still 6.8% below P1=664.00"
NAVINFLUOR,BASING,61.3,C - Moderate / Watch,8270.0,2026-09-17,7936.0,2026-08-06,8650.0,8775.5,2026-08-12,8125.5,26,2026-09-03,8697.0,3,False,0.85,5.76,,,,4/9,3/3,False,,,7130.0,118892.0,0.06,,,,,,,,,,"Re-accumulating 26d, still 5.8% below P1=8775.50"
KPRMILL,BASING,61.0,C - Moderate / Watch,1122.2,2026-09-17,1123.0,2026-06-18,1186.4,1208.7,2026-06-19,1125.0,61,2026-08-26,1136.0,1,False,0.94,7.16,,,,4/9,2/3,False,,,7447.0,228795.0,0.03,,,,,,,,,,"Re-accumulating 61d, still 7.2% below P1=1208.70"
KIRLOSIND,BASING,61.0,C - Moderate / Watch,3786.3,2026-09-17,3545.0,2026-06-17,3628.7,3955.0,2026-06-22,3772.3,61,2026-07-02,4097.2,1,False,0.96,4.27,,,,4/9,2/3,False,,,548.0,36732.0,0.01,,,,,,,,,,"Re-accumulating 61d, still 4.3% below P1=3955.00"
EXIDEIND,BASING,59.4,C - Moderate / Watch,414.7,2026-09-17,410.5,2026-07-02,419.35,452.8,2026-07-29,420.35,36,2026-07-30,452.7,1,False,1.21,8.41,,,,2/9,2/3,False,,,115520.0,2001756.0,0.06,,,,,,,,,,"Re-accumulating 36d, still 8.4% below P1=452.80"
TMB,BASING,59.4,C - Moderate / Watch,902.45,2026-09-17,917.0,2026-08-31,932.6,941.85,2026-09-02,895.05,10,,,0,False,0.95,4.18,,,,5/9,2/3,False,,,15600.0,165318.0,0.09,,,,,,,,,,"Re-accumulating 10d, still 4.2% below P1=941.85"
ALLCARGO,BASING,59.4,C - Moderate / Watch,11.39,2026-09-17,10.79,2026-08-21,12.17,13.72,2026-08-26,11.81,15,2026-09-03,12.51,1,False,1.14,16.98,,,,2/9,2/3,False,,,1415160.0,29425868.0,0.05,,,,,,,,,,"Re-accumulating 15d, still 17.0% below P1=13.72"
LMW,BASING,59.3,C - Moderate / Watch,18028.0,2026-09-17,17699.0,2026-08-13,18747.0,20151.0,2026-08-20,19363.0,17,,,0,False,0.99,10.54,,,,4/9,3/3,False,,,723.0,5206.0,0.14,,,,,,,,,,"Re-accumulating 17d, still 10.5% below P1=20151.00"
KMEW,BASING,59.3,C - Moderate / Watch,2813.6,2026-09-17,2999.9,2026-08-28,3051.9,3080.0,2026-08-31,2817.0,13,,,0,False,1.05,8.65,,,,4/9,3/3,False,,,9947.0,94491.0,0.11,,,,,,,,,,"Re-accumulating 13d, still 8.6% below P1=3080.00"
UFLEX,BASING,59.0,C - Moderate / Watch,662.0,2026-09-17,660.5,2026-09-02,701.8,723.5,2026-09-03,671.05,9,,,0,False,0.95,8.5,,,,6/9,3/3,False,,,32071.0,354110.0,0.09,,,,,,,,,,"Re-accumulating 9d, still 8.5% below P1=723.50"
UNIPARTS,BASING,59.0,C - Moderate / Watch,870.8,2026-09-17,839.0,2026-08-28,873.15,915.95,2026-09-02,878.0,9,,,0,False,0.99,4.93,,,,6/9,3/3,False,,,5661.0,167618.0,0.03,,,,,,,,,,"Re-accumulating 9d, still 4.9% below P1=915.95"
RML,BASING,59.0,C - Moderate / Watch,1284.6,2026-09-17,1333.0,2026-09-08,1390.0,1423.5,2026-09-09,1356.2,5,,,0,False,1.0,9.76,,,,6/9,3/3,False,,,3032.0,154424.0,0.02,,,,,,,,,,"Re-accumulating 5d, still 9.8% below P1=1423.50"
RISHABH,BASING,59.0,C - Moderate / Watch,776.9,2026-09-17,729.85,2026-09-02,746.0,852.0,2026-09-10,793.55,5,,,0,False,1.05,8.81,,,,6/9,3/3,False,,,30975.0,345861.0,0.09,,,,,,,,,,"Re-accumulating 5d, still 8.8% below P1=852.00"
WINDLAS,BASING,59.0,C - Moderate / Watch,1109.0,2026-09-17,1035.9,2026-09-02,1096.6,1181.9,2026-09-08,1123.25,7,,,0,False,0.95,6.17,,,,6/9,3/3,False,,,9716.0,184577.0,0.05,,,,,,,,,,"Re-accumulating 7d, still 6.2% below P1=1181.90"
OAL,BASING,59.0,C - Moderate / Watch,513.2,2026-09-17,400.0,2026-08-26,401.25,492.7,2026-09-02,432.25,9,,,0,False,1.35,-4.16,,,,6/9,3/3,False,,,1818.0,149041.0,0.01,,,,,,,,,,"Re-accumulating 9d, still -4.2% below P1=492.70"
VIMTALABS,BASING,58.7,C - Moderate / Watch,613.9,2026-09-17,634.0,2026-08-04,642.25,675.0,2026-08-07,633.05,26,2026-08-31,643.45,2,False,0.89,9.05,,,,3/9,2/3,False,,,20864.0,271382.0,0.08,,,,,,,,,,"Re-accumulating 26d, still 9.1% below P1=675.00"
SUPRIYA,BASING,58.3,C - Moderate / Watch,890.2,2026-09-17,794.0,2026-05-27,807.25,1085.0,2026-07-07,835.5,51,2026-08-28,804.15,5,False,1.16,17.95,,,,7/9,3/3,False,,,31742.0,212187.0,0.15,,,,,,,,,,"Re-accumulating 51d, still 18.0% below P1=1085.00"
APOLLOHOSP,BASING,58.0,C - Moderate / Watch,8735.0,2026-09-17,8693.5,2026-07-02,8696.0,9050.0,2026-08-12,8507.5,24,2026-09-08,8837.5,3,False,1.18,3.48,,,,4/9,2/3,False,,,4892.0,239542.0,0.02,,,,,,,,,,"Re-accumulating 24d, still 3.5% below P1=9050.00"
IKS,BASING,57.7,C - Moderate / Watch,1761.4,2026-09-17,1772.5,2026-07-01,1800.2,1909.0,2026-07-09,1831.9,48,,,0,False,1.05,7.73,,,,5/9,3/3,False,,,3976.0,126497.0,0.03,,,,,,,,,,"Re-accumulating 48d, still 7.7% below P1=1909.00"
GRANULES,BASING,57.3,C - Moderate / Watch,848.5,2026-09-17,804.3,2026-06-30,813.25,910.0,2026-07-22,828.1,39,2026-09-03,853.85,4,False,1.07,6.76,,,,4/9,3/3,False,,,67600.0,1309219.0,0.05,,,,,,,,,,"Re-accumulating 39d, still 6.8% below P1=910.00"
ACUTAAS,BASING,56.3,C - Moderate / Watch,3338.7,2026-09-17,3444.3,2026-06-29,3568.2,3740.0,2026-07-07,3348.0,49,2026-09-03,3201.0,3,False,1.04,10.73,,,,4/9,3/3,False,,,45709.0,297963.0,0.15,,,,,,,,,,"Re-accumulating 49d, still 10.7% below P1=3740.00"
NAUKRI,BASING,56.0,C - Moderate / Watch,1258.3,2026-09-17,1277.9,2026-08-10,1282.0,1391.0,2026-08-12,1329.6,24,,,0,False,0.94,9.54,,,,4/9,2/3,False,,,46678.0,1126150.0,0.04,,,,,,,,,,"Re-accumulating 24d, still 9.5% below P1=1391.00"
AZAD,BASING,56.0,C - Moderate / Watch,2653.9,2026-09-17,2530.0,2026-08-10,2549.7,2589.0,2026-08-12,2450.4,26,,,0,False,1.04,-2.51,,,,3/9,3/3,False,,,84395.0,361231.0,0.23,,,,,,,,,,"Re-accumulating 26d, still -2.5% below P1=2589.00"
KRBL,BASING,56.0,C - Moderate / Watch,396.45,2026-09-17,402.0,2026-08-21,406.95,444.0,2026-08-25,419.0,14,,,0,False,1.11,10.71,,,,3/9,3/3,False,,,35119.0,984853.0,0.04,,,,,,,,,,"Re-accumulating 14d, still 10.7% below P1=444.00"
AEROFLEX,BASING,56.0,C - Moderate / Watch,503.35,2026-09-17,521.9,2026-08-26,536.35,542.0,2026-08-27,515.3,14,,,0,False,1.06,7.13,,,,3/9,3/3,False,,,549233.0,1556329.0,0.35,,,,,,,,,,"Re-accumulating 14d, still 7.1% below P1=542.00"
HIRECT,BASING,56.0,C - Moderate / Watch,1191.4,2026-09-17,1212.1,2026-07-15,1273.6,1399.0,2026-07-20,1216.8,40,,,0,False,0.91,14.84,,,,3/9,3/3,False,,,3316.0,58407.0,0.06,,,,,,,,,,"Re-accumulating 40d, still 14.8% below P1=1399.00"
GIPCL,BASING,56.0,C - Moderate / Watch,187.29,2026-09-17,181.4,2026-08-25,190.72,207.2,2026-09-01,196.0,11,,,0,False,1.03,9.61,,,,3/9,3/3,False,,,35995.0,987329.0,0.04,,,,,,,,,,"Re-accumulating 11d, still 9.6% below P1=207.20"
MANGLMCEM,BASING,56.0,C - Moderate / Watch,995.5,2026-09-17,1023.45,2026-08-21,1027.95,1084.95,2026-08-25,1002.05,14,,,0,False,1.13,8.24,,,,3/9,3/3,False,,,2305.0,290939.0,0.01,,,,,,,,,,"Re-accumulating 14d, still 8.2% below P1=1084.95"
APOLLOPIPE,BASING,56.0,C - Moderate / Watch,514.4,2026-09-17,554.0,2026-08-19,576.45,630.65,2026-08-25,605.1,15,,,0,False,1.12,18.43,,,,3/9,3/3,False,,,26306.0,401769.0,0.07,,,,,,,,,,"Re-accumulating 15d, still 18.4% below P1=630.65"
OMAXE,BASING,56.0,C - Moderate / Watch,117.8,2026-09-17,108.61,2026-08-26,109.37,134.3,2026-09-01,116.1,11,,,0,False,1.3,12.29,,,,3/9,3/3,False,,,47543.0,7107008.0,0.01,,,,,,,,,,"Re-accumulating 11d, still 12.3% below P1=134.30"
AURUM,BASING,56.0,C - Moderate / Watch,220.84,2026-09-17,237.0,2026-07-14,239.64,264.64,2026-07-20,230.0,40,,,0,False,1.02,16.55,,,,3/9,3/3,False,,,5017.0,102394.0,0.05,,,,,,,,,,"Re-accumulating 40d, still 16.6% below P1=264.64"
MUNJALAU,BASING,56.0,C - Moderate / Watch,104.48,2026-09-17,114.99,2026-08-13,119.37,125.23,2026-08-20,112.21,18,,,0,False,1.08,16.57,,,,3/9,3/3,False,,,27650.0,661858.0,0.04,,,,,,,,,,"Re-accumulating 18d, still 16.6% below P1=125.23"
WELSPUNLIV,BASING,55.7,C - Moderate / Watch,209.04,2026-09-17,195.35,2026-08-31,196.21,216.0,2026-09-08,204.52,5,,,0,False,1.01,3.22,,,,6/9,2/3,False,,,708282.0,5207813.0,0.14,,,,,,,,,,"Re-accumulating 5d, still 3.2% below P1=216.00"
JYOTICNC,BASING,55.7,C - Moderate / Watch,982.45,2026-09-17,877.8,2026-08-18,929.2,1048.0,2026-09-02,948.05,9,2026-09-03,1026.85,1,False,1.08,6.25,,,,3/9,2/3,False,,,45835.0,1072048.0,0.04,,,,,,,,,,"Re-accumulating 9d, still 6.3% below P1=1048.00"
CYIENT,BASING,55.7,C - Moderate / Watch,1076.7,2026-09-17,998.8,2026-08-26,1047.7,1219.0,2026-09-07,1074.2,6,,,0,False,1.06,11.67,,,,6/9,2/3,False,,,42040.0,1698940.0,0.02,,,,,,,,,,"Re-accumulating 6d, still 11.7% below P1=1219.00"
KABRAEXTRU,BASING,55.7,C - Moderate / Watch,645.8,2026-09-17,625.15,2026-09-07,634.5,677.75,2026-09-09,636.15,6,,,0,False,1.11,4.71,,,,5/9,3/3,False,,,36600.0,364448.0,0.1,,,,,,,,,,"Re-accumulating 6d, still 4.7% below P1=677.75"
KALYANKJIL,BASING,55.4,C - Moderate / Watch,579.5,2026-09-17,602.0,2026-07-28,608.35,648.95,2026-08-06,561.25,29,2026-09-04,598.8,2,False,0.9,10.7,,,,2/9,2/3,False,,,1022428.0,8021586.0,0.13,,,,,,,,,,"Re-accumulating 29d, still 10.7% below P1=648.95"
ICICIBANK,BASING,55.3,C - Moderate / Watch,1353.3,2026-09-17,1443.9,2026-07-17,1444.3,1480.0,2026-07-24,1415.4,39,2026-08-21,1420.0,2,False,0.87,8.56,,,,3/9,1/3,False,,,345202.0,8300382.0,0.04,,,,,,,,,,"Re-accumulating 39d, still 8.6% below P1=1480.00"
TORNTPHARM,BASING,54.7,C - Moderate / Watch,4805.0,2026-09-17,5085.8,2026-07-31,5122.8,5250.0,2026-08-17,4814.0,23,2026-09-08,4960.0,3,False,0.77,8.48,,,,2/9,3/3,False,,,17594.0,267137.0,0.07,,,,,,,,,,"Re-accumulating 23d, still 8.5% below P1=5250.00"
KIRLOSENG,BASING,54.7,C - Moderate / Watch,2061.0,2026-09-17,1990.8,2026-06-19,1991.5,2720.0,2026-07-22,2144.1,39,2026-08-28,2123.1,3,False,0.98,24.23,,,,3/9,2/3,False,,,25597.0,407662.0,0.06,,,,,,,,,,"Re-accumulating 39d, still 24.2% below P1=2720.00"
BFINVEST,BASING,54.7,C - Moderate / Watch,437.5,2026-09-17,472.0,2026-07-10,487.25,584.7,2026-07-24,438.5,38,2026-09-02,452.95,3,False,0.85,25.18,,,,3/9,2/3,False,,,1293.0,27261.0,0.05,,,,,,,,,,"Re-accumulating 38d, still 25.2% below P1=584.70"
KIRLOSBROS,BASING,54.4,C - Moderate / Watch,1743.8,2026-09-17,1869.8,2026-06-18,1903.2,2189.2,2026-06-24,1956.6,58,2026-07-13,1950.0,1,False,1.0,20.35,,,,2/9,2/3,False,,,1913.0,34979.0,0.05,,,,,,,,,,"Re-accumulating 58d, still 20.3% below P1=2189.20"
PHOENIXLTD,BASING,54.3,C - Moderate / Watch,1867.5,2026-09-17,1993.0,2026-07-01,2018.5,2134.7,2026-07-08,2013.4,50,2026-08-03,1955.0,1,False,0.93,12.52,,,,1/9,3/3,False,,,37720.0,342318.0,0.11,,,,,,,,,,"Re-accumulating 50d, still 12.5% below P1=2134.70"
OBEROIRLTY,BASING,53.7,C - Moderate / Watch,1704.7,2026-09-17,1784.0,2026-07-01,1804.6,1986.1,2026-07-09,1820.7,50,2026-08-03,1861.1,2,False,1.05,14.17,,,,2/9,3/3,False,,,80911.0,360009.0,0.22,,,,,,,,,,"Re-accumulating 50d, still 14.2% below P1=1986.10"
INDHOTEL,BASING,53.6,C - Moderate / Watch,720.0,2026-09-17,748.0,2026-07-10,752.3,754.0,2026-07-14,726.35,46,2026-08-19,723.35,2,False,0.92,4.51,,,,4/9,1/3,False,,,123141.0,1471956.0,0.08,,,,,,,,,,"Re-accumulating 46d, still 4.5% below P1=754.00"
UNITDSPR,BASING,52.7,C - Moderate / Watch,1389.8,2026-09-17,1441.0,2026-07-24,1467.2,1563.4,2026-09-02,1446.3,10,,,0,False,0.96,11.1,,,,3/9,2/3,False,,,9824.0,547420.0,0.02,,,,,,,,,,"Re-accumulating 10d, still 11.1% below P1=1563.40"
AUBANK,BASING,52.7,C - Moderate / Watch,1035.7,2026-09-17,1105.9,2026-08-21,1108.2,1144.1,2026-08-31,1064.3,10,,,0,False,0.96,9.47,,,,3/9,2/3,False,,,31311.0,1358417.0,0.02,,,,,,,,,,"Re-accumulating 10d, still 9.5% below P1=1144.10"
GLAXO,BASING,52.7,C - Moderate / Watch,2842.1,2026-09-17,2697.0,2026-08-17,2702.9,3054.9,2026-08-24,2865.4,15,,,0,False,1.14,6.97,,,,3/9,2/3,False,,,1264.0,181541.0,0.01,,,,,,,,,,"Re-accumulating 15d, still 7.0% below P1=3054.90"
SHRIPISTON,BASING,52.7,C - Moderate / Watch,4315.0,2026-09-17,4588.0,2026-08-21,4600.1,4785.8,2026-08-27,4434.2,12,,,0,False,0.98,9.84,,,,2/9,3/3,False,,,1775.0,76841.0,0.02,,,,,,,,,,"Re-accumulating 12d, still 9.8% below P1=4785.80"
VMART,BASING,52.7,C - Moderate / Watch,791.1,2026-09-17,824.45,2026-08-21,838.85,868.9,2026-08-25,840.1,14,,,0,False,0.97,8.95,,,,3/9,2/3,False,,,3228.0,110574.0,0.03,,,,,,,,,,"Re-accumulating 14d, still 9.0% below P1=868.90"
GODREJAGRO,BASING,52.4,C - Moderate / Watch,653.05,2026-09-17,634.45,2026-09-01,654.4,695.6,2026-09-02,650.0,9,,,0,False,1.02,6.12,,,,5/9,2/3,False,,,11110.0,1037462.0,0.01,,,,,,,,,,"Re-accumulating 9d, still 6.1% below P1=695.60"
STEELXIND,BASING,52.0,C - Moderate / Watch,11.26,2026-09-17,11.04,2026-05-27,11.96,13.39,2026-06-03,11.72,74,2026-06-17,12.57,2,False,0.93,15.91,,,,3/9,3/3,False,,,480028.0,7251657.0,0.07,,,,,,,,,,"Re-accumulating 74d, still 15.9% below P1=13.39"
LANDMARK,BASING,50.4,C - Moderate / Watch,469.75,2026-09-17,467.4,2026-07-14,496.4,566.95,2026-07-16,487.5,42,2026-08-24,541.75,2,False,1.03,17.14,,,,2/9,2/3,False,,,17696.0,84418.0,0.21,,,,,,,,,,"Re-accumulating 42d, still 17.1% below P1=566.95"
ASTRAMICRO,BASING,49.7,D - Weak / Low-Quality,1619.7,2026-09-17,1735.5,2026-06-30,1761.6,1871.0,2026-07-08,1773.0,50,2026-08-18,1767.4,3,False,1.09,13.43,,,,3/9,2/3,False,,,20479.0,308353.0,0.07,,,,,,,,,,"Re-accumulating 50d, still 13.4% below P1=1871.00"
COFORGE,BASING,49.4,D - Weak / Low-Quality,1762.7,2026-09-17,1836.4,2026-08-20,1882.0,2021.2,2026-09-03,1921.8,10,,,0,False,1.1,12.79,,,,2/9,2/3,False,,,204368.0,2497808.0,0.08,,,,,,,,,,"Re-accumulating 10d, still 12.8% below P1=2021.20"
AETHER,BASING,49.4,D - Weak / Low-Quality,1607.8,2026-09-17,1692.0,2026-08-28,1696.8,1717.0,2026-08-31,1636.5,11,,,0,False,1.02,6.36,,,,2/9,2/3,False,,,6538.0,220021.0,0.03,,,,,,,,,,"Re-accumulating 11d, still 6.4% below P1=1717.00"
PERSISTENT,BASING,49.3,D - Weak / Low-Quality,5447.5,2026-09-17,5722.0,2026-08-28,5875.0,5910.0,2026-08-31,5593.0,13,,,0,False,1.06,7.83,,,,3/9,1/3,False,,,20835.0,448470.0,0.05,,,,,,,,,,"Re-accumulating 13d, still 7.8% below P1=5910.00"
BEML,BASING,49.0,D - Weak / Low-Quality,2016.0,2026-09-17,2037.1,2026-09-03,2079.4,2127.0,2026-09-07,2060.7,7,,,0,False,1.07,5.22,,,,3/9,3/3,False,,,36801.0,409809.0,0.09,,,,,,,,,,"Re-accumulating 7d, still 5.2% below P1=2127.00"
NAZARA,BASING,49.0,D - Weak / Low-Quality,352.15,2026-09-17,365.0,2026-08-28,374.6,379.4,2026-09-02,360.1,8,,,0,False,0.99,7.18,,,,3/9,3/3,False,,,26778.0,1757342.0,0.02,,,,,,,,,,"Re-accumulating 8d, still 7.2% below P1=379.40"
EDELWEISS,BASING,49.0,D - Weak / Low-Quality,129.22,2026-09-17,133.9,2026-09-03,134.76,138.24,2026-09-08,127.48,6,,,0,False,1.14,6.52,,,,3/9,3/3,False,,,511724.0,9135037.0,0.06,,,,,,,,,,"Re-accumulating 6d, still 6.5% below P1=138.24"
PRECWIRE,BASING,49.0,D - Weak / Low-Quality,439.85,2026-09-17,474.9,2026-08-28,507.35,524.9,2026-09-03,471.65,8,,,0,False,0.95,16.2,,,,3/9,3/3,False,,,39750.0,1048738.0,0.04,,,,,,,,,,"Re-accumulating 8d, still 16.2% below P1=524.90"
ARMANFIN,BASING,49.0,D - Weak / Low-Quality,1913.6,2026-09-17,1906.6,2026-07-13,1965.8,2054.7,2026-07-17,1914.4,41,2026-09-04,2069.3,4,False,0.95,6.87,,,,3/9,3/3,False,,,4874.0,28387.0,0.17,,,,,,,,,,"Re-accumulating 41d, still 6.9% below P1=2054.70"
AYMSYNTEX,BASING,49.0,D - Weak / Low-Quality,275.3,2026-09-17,281.22,2026-09-01,294.2,325.0,2026-09-04,305.1,6,,,0,False,1.04,15.29,,,,3/9,3/3,False,,,8201.0,196546.0,0.04,,,,,,,,,,"Re-accumulating 6d, still 15.3% below P1=325.00"
VIDHIING,BASING,49.0,D - Weak / Low-Quality,338.0,2026-09-17,349.9,2026-08-27,350.1,360.0,2026-09-01,345.1,9,,,0,False,0.92,6.11,,,,4/9,2/3,False,,,1275.0,46739.0,0.03,,,,,,,,,,"Re-accumulating 9d, still 6.1% below P1=360.00"
GHCLTEXTIL,BASING,49.0,D - Weak / Low-Quality,124.03,2026-09-17,129.44,2026-08-28,130.79,144.59,2026-09-09,130.73,6,,,0,False,0.98,14.22,,,,4/9,2/3,False,,,68441.0,707876.0,0.1,,,,,,,,,,"Re-accumulating 6d, still 14.2% below P1=144.59"
BANSALWIRE,BASING,47.7,D - Weak / Low-Quality,311.3,2026-09-17,331.55,2026-06-29,333.8,361.9,2026-07-02,342.1,54,,,0,False,1.05,13.98,,,,3/9,2/3,False,,,4801.0,58424.0,0.08,,,,,,,,,,"Re-accumulating 54d, still 14.0% below P1=361.90"
INDIGO,BASING,45.7,D - Weak / Low-Quality,4777.0,2026-09-17,5184.0,2026-06-24,5207.2,5476.5,2026-07-08,5094.0,50,2026-08-25,5218.0,4,False,0.94,12.77,,,,3/9,2/3,False,,,60247.0,583264.0,0.1,,,,,,,,,,"Re-accumulating 50d, still 12.8% below P1=5476.50"
BRIGADE,BASING,45.7,D - Weak / Low-Quality,620.4,2026-09-17,671.0,2026-09-03,712.3,735.0,2026-09-08,669.0,7,,,0,False,0.97,15.59,,,,3/9,2/3,False,,,20850.0,784800.0,0.03,,,,,,,,,,"Re-accumulating 7d, still 15.6% below P1=735.00"
RKFORGE,BASING,45.7,D - Weak / Low-Quality,709.15,2026-09-17,632.0,2026-07-29,642.25,763.5,2026-09-04,689.45,8,,,0,False,1.1,7.12,,,,3/9,2/3,False,,,71305.0,683331.0,0.1,,,,,,,,,,"Re-accumulating 8d, still 7.1% below P1=763.50"
HUHTAMAKI,BASING,45.7,D - Weak / Low-Quality,246.9,2026-09-17,226.0,2026-07-16,232.69,307.5,2026-09-08,247.5,5,,,0,False,1.21,19.71,,,,3/9,2/3,False,,,15466.0,206191.0,0.08,,,,,,,,,,"Re-accumulating 5d, still 19.7% below P1=307.50"
GANESHHOU,BASING,44.4,D - Weak / Low-Quality,745.35,2026-09-17,817.9,2026-07-07,845.2,887.8,2026-07-08,811.5,48,,,0,False,1.06,16.05,,,,2/9,2/3,False,,,2040.0,28324.0,0.07,,,,,,,,,,"Re-accumulating 48d, still 16.0% below P1=887.80"
ABB,BASING,44.0,D - Weak / Low-Quality,7088.0,2026-09-17,6554.0,2026-04-08,6565.0,7822.5,2026-04-30,7102.0,99,2026-08-25,7627.0,4,False,0.96,9.39,,,,3/9,3/3,False,,,20500.0,155402.0,0.13,,,,,,,,,,"Re-accumulating 99d, still 9.4% below P1=7822.50"
JLHL,BASING,42.6,D - Weak / Low-Quality,276.25,2026-09-17,295.78,2026-07-14,296.7,340.0,2026-08-03,310.3,30,,,0,False,1.34,18.75,,,,1/9,1/3,False,,,1523.0,127736.0,0.01,,,,,,,,,,"Re-accumulating 30d, still 18.8% below P1=340.00"
CIEINDIA,BASING,40.0,D - Weak / Low-Quality,376.35,2026-09-17,463.95,2026-02-20,469.35,526.0,2026-02-24,484.5,140,2026-08-03,419.65,9,False,1.04,28.45,,,,4/9,2/3,False,,,14257.0,223562.0,0.06,,,,,,,,,,"Re-accumulating 140d, still 28.5% below P1=526.00"
VOLTAMP,BASING,36.7,D - Weak / Low-Quality,10650.0,2026-09-17,9294.0,2026-04-10,9311.5,11295.0,2026-05-06,9653.0,93,2026-09-03,11182.0,6,False,1.02,5.71,,,,3/9,2/3,False,,,2209.0,38934.0,0.06,,,,,,,,,,"Re-accumulating 93d, still 5.7% below P1=11295.00"
HARSHA,BASING,36.7,D - Weak / Low-Quality,435.7,2026-09-17,418.0,2026-05-07,438.75,469.0,2026-05-11,404.0,90,2026-08-31,455.9,7,False,0.85,7.1,,,,3/9,2/3,False,,,9475.0,159105.0,0.06,,,,,,,,,,"Re-accumulating 90d, still 7.1% below P1=469.00"
SANDHAR,BASING,36.7,D - Weak / Low-Quality,594.3,2026-09-17,598.0,2026-05-22,622.5,733.9,2026-06-01,653.05,77,2026-08-24,680.6,5,False,0.94,19.02,,,,2/9,3/3,False,,,15335.0,162370.0,0.09,,,,,,,,,,"Re-accumulating 77d, still 19.0% below P1=733.90"
LINCOLN,BASING,36.7,D - Weak / Low-Quality,600.35,2026-09-17,565.75,2026-02-12,615.8,677.0,2026-02-16,608.7,144,2026-09-02,618.35,10,False,0.97,11.32,,,,3/9,2/3,False,,,2065.0,32390.0,0.06,,,,,,,,,,"Re-accumulating 144d, still 11.3% below P1=677.00"
POWERGRID,BASING,36.6,D - Weak / Low-Quality,264.65,2026-09-17,297.65,2026-02-16,300.5,311.7,2026-03-02,289.5,137,2026-09-02,266.8,10,False,1.02,15.09,,,,4/9,1/3,False,,,195625.0,8158707.0,0.02,,,,,,,,,,"Re-accumulating 137d, still 15.1% below P1=311.70"
CAPITALSFB,BASING,33.4,D - Weak / Low-Quality,274.5,2026-09-17,285.45,2026-05-08,295.0,323.7,2026-05-12,275.0,90,2026-08-18,287.75,5,False,0.78,15.2,,,,2/9,2/3,False,,,689.0,20366.0,0.03,,,,,,,,,,"Re-accumulating 90d, still 15.2% below P1=323.70"
